"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1","12","88","52","14","6","5","83","16","23","54","10","73","9","22","1","7","18","77","19","43","3","27","31","8","82","55","92","48","57","89","28","26","95"
"2","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
